# Guia de carreras universitarias (SIU), https://guiadecarreras.siu.edu.ar/ciie_ofertas/2.0/guia_grado.php , filtro provincia = Tucuman, nivel pregrado y grado. Consultado el 2026-09-08 con un navegador automatizado. La primera fila de datos repite el encabezado tal como lo muestra la tabla.
universidad,facultad,titulo,tipo_de_titulo,duracion,condiciones_de_ingreso,domicilio,telefono,web,mail
"Universidad Nacional de Tucumán","Escuela de Enfermería Convenio Bella Vista","Licenciado/a en Enfermería","Grado","5 Años","Consulte con la Institución","General Paz 884 - San Miguel De Tucuman - Tucumán","(0381) 4247752",":www.eue.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Escuela de Enfermería Convenio Bella Vista","Licenciado en Enfermería","Grado","5 Años","Consulte con la Institución","General Paz 884 - San Miguel De Tucuman - Tucumán","(0381) 4247752",":www.eue.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Escuela de Enfermería Convenio Famaillá","Licenciado/a en Enfermería","Grado","5 Años","Consulte con la Institución","General Paz 884 - San Miguel De Tucuman - Tucumán","(0381) 4247752",":www.eue.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Escuela de Enfermería Convenio Famaillá","Licenciado en Enfermería","Grado","5 Años","Consulte con la Institución","General Paz 884 - San Miguel De Tucuman - Tucumán","(0381) 4247752",":www.eue.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Escuela Universitaria de Cine, Video y Televisión","Licenciado/a en Cinematografía","Grado","5 Años","Consulte con la Institución","Avda. Aconquija 729 - Yerba Buena - Tucumán","(0381) 4353681","www.escueladecine.unt.edu.ar","a.academica@cine.unt.edu.ar"
"Universidad Nacional de Tucumán","Escuela Universitaria de Cine, Video y Televisión","Técnico/a Universitario/a en Medios Audiovisuales","Otros Pregrados","3 Años","Consulte con la Institución","Avda. Aconquija 729 - Yerba Buena - Tucumán","(0381) 4353681","www.escueladecine.unt.edu.ar","a.academica@cine.unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Agronomía y Zootecnia - Concepción","Técnico Universitario de Gestión en Calidad Alimenticia","Otros Pregrados","3 Años","Consulte con la Institución","Avenida Roca 1900 - San Miguel De Tucuman - Tucumán","(0381) 4533111","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Agronomía, Zootecnia y Veterinaria","Ingeniero/a Agrónomo/a","Grado","5 Años","Consulte con la Institución","Avda Pte. Nestor Kirchner 1900 - San Miguel De Tucuman - Tucumán","(0381) 4533111","faz.unt.edu.ar","decanatofaz@gmail.com"
"Universidad Nacional de Tucumán","Facultad de Agronomía, Zootecnia y Veterinaria","Ingeniero/a Zootecnista","Grado","5 Años","Consulte con la Institución","Avda Pte. Nestor Kirchner 1900 - San Miguel De Tucuman - Tucumán","(0381) 4533111","faz.unt.edu.ar","decanatofaz@gmail.com"
"Universidad Nacional de Tucumán","Facultad de Agronomía, Zootecnia y Veterinaria","Médico Veterinario","Grado","5.5 Años","Consulte con la Institución","Avda Pte. Nestor Kirchner 1900 - San Miguel De Tucuman - Tucumán","(0381) 4533111","faz.unt.edu.ar","decanatofaz@gmail.com"
"Universidad Nacional de Tucumán","Facultad de Arquitectura y Urbanismo","Arquitecto","Grado","6 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Roca 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/fauunt/","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Arquitectura y Urbanismo","Técnico Diseñador Universitario de Indumentaria y Textil","Técnico Instrumental","3 Años","Exámen de Ingreso","Av. Roca 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/fauunt/","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Artes","Actor / Actriz","Otros Pregrados","3 Años","Consulte con la Institución","Bolivar 700 - San Miguel De Tucuman - Tucumán","(0381) 4525050","www.unt.edu.ar/fartes","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Artes","Bailarín de Danza Contemporánea","Grado","4 Años","Ingreso Directo","Bolivar 700 - San Miguel De Tucuman - Tucumán","(0381) 4525050","www.unt.edu.ar/fartes","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Artes","Diseñador de Interiores y Equipamiento","Grado","4 Años","Ingreso Directo","Bolivar 700 - San Miguel De Tucuman - Tucumán","(0381) 4525050","www.unt.edu.ar/fartes","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Artes","Licenciado/a en Artes Visuales","Grado","5 Años","Ingreso Directo","Bolivar 700 - San Miguel De Tucuman - Tucumán","(0381) 4525050","www.unt.edu.ar/fartes","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Artes","Licenciado/a en Danza Clásica","Grado","5 Años","Consulte con la Institución","Bolivar 700 - San Miguel De Tucuman - Tucumán","(0381) 4525050","www.unt.edu.ar/fartes","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Artes","Licenciado/a en Diseño de sonido","Grado","4 Años","Ingreso Directo","Bolivar 700 - San Miguel De Tucuman - Tucumán","(0381) 4525050","www.unt.edu.ar/fartes","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Artes","Licenciado/a en Luthería","Grado","5 Años","Ingreso Directo","Bolivar 700 - San Miguel De Tucuman - Tucumán","(0381) 4525050","www.unt.edu.ar/fartes","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Artes","Licenciado/a en Teatro","Grado","5 Años","Ingreso Directo","Bolivar 700 - San Miguel De Tucuman - Tucumán","(0381) 4525050","www.unt.edu.ar/fartes","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Artes","Licenciado en Música - Ciclo de Licenciatura","Ciclo de Licenciatura","2 Años","Ingreso Directo","Bolivar 700 - San Miguel De Tucuman - Tucumán","(0381) 4525050","www.unt.edu.ar/fartes","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Artes","Profesor/a Universitario/a en Teatro","Grado","4 Años","Ingreso Directo","Bolivar 700 - San Miguel De Tucuman - Tucumán","(0381) 4525050","www.unt.edu.ar/fartes","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Artes","Profesor de Danza Contemporánea","Grado","5 Años","Ingreso Directo","Bolivar 700 - San Miguel De Tucuman - Tucumán","(0381) 4525050","www.unt.edu.ar/fartes","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Artes","Técnico/a Universitario/a en Construcción y Restauración de Instrumentos de Cuerdas Pulsadas","Otros Pregrados","2 Años","Ingreso Directo","Bolivar 700 - San Miguel De Tucuman - Tucumán","(0381) 4525050","www.unt.edu.ar/fartes","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Artes","Técnico/a Universitario en Sonorización","Título Intermedio","3 Años","Ingreso Directo","Bolivar 700 - San Miguel De Tucuman - Tucumán","(0381) 4525050","www.unt.edu.ar/fartes","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Artes","Técnico Universitario en Fotografía","Otros Pregrados","3 Años","Ingreso Directo","Bolivar 700 - San Miguel De Tucuman - Tucumán","(0381) 4525050","www.unt.edu.ar/fartes","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Bioquímica, Química y Farmacia","Bioquímico/a","Grado","6 Años","Asistencia a Curso de Ingreso o Nivelación","Ayacucho 491 - San Miguel De Tucuman - Tucumán","(0381) 4247752","www.unt.edu.ar/facbioq","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Bioquímica, Química y Farmacia","Farmacéutico/a","Grado","6 Años","Consulte con la Institución","Ayacucho 491 - San Miguel De Tucuman - Tucumán","(0381) 4247752","www.unt.edu.ar/facbioq","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Bioquímica, Química y Farmacia","Licenciado/a en Química","Grado","5 Años","Consulte con la Institución","Ayacucho 491 - San Miguel De Tucuman - Tucumán","(0381) 4247752","www.unt.edu.ar/facbioq","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Bioquímica, Química y Farmacia","Licenciado en Biotecnología","Grado","5 Años","Consulte con la Institución","Ayacucho 491 - San Miguel De Tucuman - Tucumán","(0381) 4247752","www.unt.edu.ar/facbioq","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Bioquímica, Química y Farmacia","Técnico Laboratorista Universitario en Salud","Técnico Instrumental","3 Años","Consulte con la Institución","Ayacucho 491 - San Miguel De Tucuman - Tucumán","(0381) 4247752","www.unt.edu.ar/facbioq","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Económicas","Contador Público","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av Independencia 1900 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.face.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Económicas","Licenciado en Administración","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av Independencia 1900 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.face.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Económicas","Licenciado en Economía","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av Independencia 1900 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.face.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Diseñador de Iluminación","Grado","4 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av. Independencia 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Ingeniero/a en Computación","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av. Independencia 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Ingeniero/a Geodesta y Geofísico/a","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av. Independencia 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Ingeniero Agrimensor","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av. Independencia 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Ingeniero Azucarero","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av. Independencia 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Ingeniero Biomédico","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av. Independencia 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Ingeniero Civil","Grado","5.5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av. Independencia 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Ingeniero Electricista","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av. Independencia 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Ingeniero Electrónico","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av. Independencia 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Ingeniero en Informática","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av. Independencia 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Ingeniero Industrial","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av. Independencia 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Ingeniero Mecánico","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av. Independencia 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Ingeniero Químico","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av. Independencia 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Licenciado/a en Física","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av. Independencia 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Licenciado en Informática","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av. Independencia 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Licenciado en Matemática","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av. Independencia 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Programador Universitario","Técnico Instrumental","3 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av. Independencia 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Técnico/a Universitario/a en Física Ambiental","Técnico Instrumental","2.5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av. Independencia 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Técnico en Iluminación","Título Intermedio","3 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av. Independencia 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Técnico Universitario en Física","Otros Pregrados","3 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av. Independencia 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Exactas y Tecnología","Técnico Universitario en Tecnología Azucarera e Industrias Derivadas","Técnico Instrumental","3 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Av. Independencia 1800 - San Miguel De Tucuman - Tucumán","(0381) 4364093","www.herrera.unt.edu.ar/facet","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Naturales e Instituto Miguel Lillo","Arqueólogo","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Miguel Lillo 209 - San Miguel De Tucuman - Tucumán","(0381) 4239456","www.csnat.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Naturales e Instituto Miguel Lillo","Geólogo/a","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Miguel Lillo 209 - San Miguel De Tucuman - Tucumán","(0381) 4239456","www.csnat.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Naturales e Instituto Miguel Lillo","Licenciado/a en Ciencias Biológicas","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Miguel Lillo 209 - San Miguel De Tucuman - Tucumán","(0381) 4239456","www.csnat.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Naturales e Instituto Miguel Lillo","Profesor en Ciencias Biológicas","Grado","4 Años","Asistencia a Curso de Ingreso o Nivelación","Miguel Lillo 209 - San Miguel De Tucuman - Tucumán","(0381) 4239456","www.csnat.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Ciencias Naturales e Instituto Miguel Lillo","Técnico Universitario en Documentación y Museología Arqueológica","Técnico Instrumental","3 Años","Asistencia a Curso de Ingreso o Nivelación","Miguel Lillo 209 - San Miguel De Tucuman - Tucumán","(0381) 4239456","www.csnat.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Derecho y Ciencias Sociales","Abogado","Grado","6 Años","Ingreso Directo","25 de Mayo 471 - San Miguel De Tucuman - Tucumán","(0381) 4300153","www.derecho.unt.edu.ar","secretaria.academica@derecho.unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Derecho y Ciencias Sociales","Escribano","Grado","5 Años","Ingreso Directo","25 de Mayo 471 - San Miguel De Tucuman - Tucumán","(0381) 4300153","www.derecho.unt.edu.ar","secretaria.academica@derecho.unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Derecho y Ciencias Sociales","Licenciado/a en Seguridad Pública - Ciclo de Complementación Curricular - MD","Ciclo de Complementación Curricular","2.5 Años","Consulte con la Institución","25 de Mayo 471 - San Miguel De Tucuman - Tucumán","(0381) 4300153","www.derecho.unt.edu.ar","secretaria.academica@derecho.unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Derecho y Ciencias Sociales","Procurador","Grado","4 Años","Ingreso Directo","25 de Mayo 471 - San Miguel De Tucuman - Tucumán","(0381) 4300153","www.derecho.unt.edu.ar","secretaria.academica@derecho.unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Derecho y Ciencias Sociales Convenio Bella Vista","Abogado","Grado","6 Años","Ingreso Directo","Sarmiento y Marconi -Bella Vista - Amaicha Del Llano - Tucumán","(0381) 4300153","www.derecho.unt.edu.ar","secretaria.academica@derecho.unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Derecho y Ciencias Sociales Convenio Concepción","Abogado","Grado","6 Años","Ingreso Directo","9 de Julio 112 - Concepcion - Tucumán","(0381) 4300153","www.derecho.unt.edu.ar","secretaria.academica@derecho.unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Derecho y Ciencias Sociales Convenio Monteros","Abogado","Grado","6 Años","Ingreso Directo","25 de Mayo 261 - Cap. Caceres - Tucumán","(0381) 4300153","www.derecho.unt.edu.ar","secretaria.academica@derecho.unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Derecho y Ciencias Sociales Convenio Trancas","Abogado","Grado","6 Años","Ingreso Directo","Avenida Irigoyen 126 - Leocadio Paz - Tucumán","(0381) 4300153","www.derecho.unt.edu.ar","secretaria.academica@derecho.unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Educación Física","Licenciado en Educación Física","Grado","5 Años","Ingreso Directo","Av. Benjamin Araoz 751 - San Miguel De Tucuman - Tucumán","(0381) 484-7372","www.facdef.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Educación Física","Licenciado en Educación Física - Ciclo de Licenciatura","Ciclo de Licenciatura","2 Años","Ingreso Directo","Av. Benjamin Araoz 751 - San Miguel De Tucuman - Tucumán","(0381) 484-7372","www.facdef.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Educación Física","Profesor de Educación Física","Grado","4 Años","Ingreso Directo","Av. Benjamin Araoz 751 - San Miguel De Tucuman - Tucumán","(0381) 484-7372","www.facdef.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Filosofía y Letras","Licenciado/a en Historia","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4222146","www.filo.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Filosofía y Letras","Licenciado en Ciencias de la Comunicación","Grado","4 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4222146","www.filo.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Filosofía y Letras","Licenciado en Ciencias de la Educación","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4222146","www.filo.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Filosofía y Letras","Licenciado en Filosofía","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4222146","www.filo.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Filosofía y Letras","Licenciado en Francés","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4222146","www.filo.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Filosofía y Letras","Licenciado en Geografía","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4222146","www.filo.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Filosofía y Letras","Licenciado en Inglés","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4222146","www.filo.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Filosofía y Letras","Licenciado en Letras","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4222146","www.filo.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Filosofía y Letras","Licenciado en Trabajo Social","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4222146","www.filo.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Filosofía y Letras","Profesor/a de Historia","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4222146","www.filo.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Filosofía y Letras","Profesor en Artes Plásticas - Ciclo de Profesorado","Ciclo de Profesorado","2 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4222146","www.filo.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Filosofía y Letras","Profesor en Ciencias de la Educación","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4222146","www.filo.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Filosofía y Letras","Profesor en Ciencias Económicas - Ciclo de Profesorado","Ciclo de Profesorado","2 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4222146","www.filo.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Filosofía y Letras","Profesor en Filosofía","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4222146","www.filo.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Filosofía y Letras","Profesor en Francés","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4222146","www.filo.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Filosofía y Letras","Profesor en Geografía","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4222146","www.filo.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Filosofía y Letras","Profesor en Inglés","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4222146","www.filo.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Filosofía y Letras","Profesor en Letras","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4222146","www.filo.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Filosofía y Letras","Profesor en Matemática","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4222146","www.filo.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Filosofía y Letras","Profesor en Química","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4222146","www.filo.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Filosofía y Letras","Técnico Universitario en Comunicación","Título Intermedio","3 Años","Asistencia a Curso de Ingreso o Nivelación","Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán","(0381) 4222146","www.filo.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Medicina","Enfermero/a Universitario/a","Título Intermedio","3 Años","Consulte con la Institución","Lamadrid 875 - San Miguel De Tucuman - Tucumán","(0381) 4248023","www.fm.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Medicina","Licenciado/a en Enfermería","Grado","5 Años","Consulte con la Institución","Lamadrid 875 - San Miguel De Tucuman - Tucumán","(0381) 4248023","www.fm.unt.edu.ar","info@unt.edu.ar"
"Universidad Nacional de Tucumán","Facultad de Medicina","Licenciado/a en Fonoaudiología - Ciclo de Complementación Curricular","Ciclo de Complementación Curricular","2 Años","Consulte con la Institución","Lamadrid 875 - San Miguel De Tucuman - Tucumán","(0381) 4248023","www.fm.unt.edu.ar","info@unt.edu.ar"
